sppnmsvar,Species,Year,Month,Lat,Lon,Chla_mg_m3
Pyrosoma_spp,"Pyrosoma",2017,7,51.3899,-129.300733,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.393566,-128.618066,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.40435,-129.804933,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.414433,-128.685916,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.427583,-129.449883,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.446,-128.406583,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.489,-129.164866,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.5532,-129.27725,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.587983,-128.399366,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.588416,-128.2768,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.63165,-130.1639,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.632166,-130.161733,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.644083,-128.590483,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.646216,-129.1072,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.65945,-128.284416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.663266,-129.11165,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.664433,-128.5371,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.678466,-128.443416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.690416,-129.13895,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.69735,-128.474833,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.69845,-129.70775,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.708633,-129.1335,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.715483,-129.929366,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.722416,-128.40485,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.722466,-129.071533,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.73165,-128.408933,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.734733,-128.5299,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.7381,-128.843933,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.738216,-129.843116,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.747533,-129.681383,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.7483,-128.590466,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.74935,-128.621083,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.752566,-128.475666,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.760316,-130.779283,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.780266,-129.484983,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.793383,-130.114416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.79765,-130.134966,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.822533,-128.794266,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.83035,-129.608683,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.838616,-129.848283,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.853783,-130.589033,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.856816,-128.83755,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.869116,-129.446016,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.871866,-129.24535,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.883983,-129.2766,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.896333,-129.0401,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.897716,-129.299416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.907616,-130.662166,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.913166,-130.6615,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.913733,-128.806083,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.927866,-130.345016,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.9332,-129.2677,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.953433,-129.067683,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.956,-128.793733,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.958083,-130.525516,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.958133,-130.064183,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.9602,-128.898016,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.96115,-129.78015,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.96595,-129.012183,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.973166,-129.064416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.975766,-128.89635,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.977333,-128.86615,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.985316,-130.011416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.996716,-128.812966,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,51.999533,-130.223766,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.002783,-129.711516,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.009483,-130.355966,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.010616,-128.96925,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.015083,-130.186,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.015383,-129.979783,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.018233,-130.02795,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.033083,-129.172333,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.03555,-129.701,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.0369,-129.646666,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.037316,-129.757383,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.052816,-128.6333,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.0598,-130.879666,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.0643,-130.750083,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.065266,-130.57905,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.072133,-130.884983,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.0753,-129.98605,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.075733,-128.932966,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.075883,-129.283933,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.080833,-130.823933,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.0906,-129.294983,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.11865,-130.772466,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.124283,-130.865516,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.133416,-128.9895,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.137483,-130.1694,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.1406,-130.648083,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.1433,-129.102266,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.159383,-129.8067,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.160366,-130.253183,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.164516,-128.7659,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.1675,-130.336016,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.17675,-129.241416,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.19745,-130.709716,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.233983,-129.20405,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.234483,-130.829016,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.247333,-129.202883,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.25385,-130.591233,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.25405,-129.336616,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.261616,-130.885683,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.278133,-130.585966,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.297066,-130.255566,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.30005,-129.064533,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.300983,-130.556616,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.314,-130.535933,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.315933,-130.674733,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.3257,-129.869566,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.3319,-130.481566,0.0132020274177194
Pyrosoma_spp,"Pyrosoma",2017,7,52.346433,-130.011316,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.364133,-129.09375,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.3671,-130.924966,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.3687,-130.453766,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.3855,-130.352666,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.3945,-129.863183,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.41065,-130.31035,0.0132020767778158
Pyrosoma_spp,"Pyrosoma",2017,7,52.423016,-130.172066,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.425433,-130.1047,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.430366,-129.970883,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.431016,-129.534616,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.449816,-130.412616,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.47985,-129.995,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.481566,-129.88275,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.4913,-130.965116,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.516383,-130.663033,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.529483,-130.717966,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.531433,-130.446566,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.540716,-130.406166,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.54545,-130.309183,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.54895,-130.4722,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.5494,-130.450833,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.592216,-129.67825,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.5997,-130.593433,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.600016,-130.615683,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.605683,-130.2332,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.606716,-130.431116,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.613016,-129.700733,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.631683,-129.632383,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.6438,-130.657266,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.64635,-130.262866,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.647033,-130.159316,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.656833,-130.596316,0.152096405625343
Pyrosoma_spp,"Pyrosoma",2017,7,52.66825,-129.923433,NaN
Pyrosoma_spp,"Pyrosoma",2017,7,52.6751,-130.297866,NaN
Pyrosoma_spp,"Pyrosoma",2017,8,32.755333,-117.454583,-0.426603853702545
Pyrosoma_spp,"",2017,11,-29.44,-71.565,NaN
Pyrosoma_spp,"Pyrosoma",2017,11,48.542783,-124.617866,NaN
Pyrosoma_spp,"",2018,3,-30.152,-71.375,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.245133,-125.772833,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.259766,-125.815133,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.264333,-125.758783,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.33115,-125.6648,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.36015,-125.8493,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.409383,-125.982733,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.465266,-126.128716,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.470966,-126.190916,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.481183,-125.308966,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.488616,-125.345716,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.4926,-125.091116,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.50935,-126.188283,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.5699,-126.1505,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.603483,-126.149166,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.63265,-125.935633,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.636866,-126.02725,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.640883,-126.190733,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.657,-126.16815,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.71215,-126.15315,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.742716,-125.8538,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.745116,-126.414166,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.747466,-125.827033,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.782216,-126.470816,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.782666,-126.05705,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.787983,-126.50225,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.799366,-126.082316,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.823916,-126.57085,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.843583,-126.371483,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.8936,-126.198916,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.909033,-126.308666,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.920366,-126.06475,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.920683,-126.285633,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.945666,-126.177433,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.967583,-126.22915,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,48.986033,-126.310366,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.027533,-126.4489,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.034283,-126.827433,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.035183,-126.882983,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.039616,-126.411316,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.040616,-126.342983,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.0462,-126.86375,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.0493,-126.585583,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.08435,-126.870833,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.0907,-126.767783,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.120633,-126.773466,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.169133,-127.013716,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.183383,-127.018816,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.2175,-126.92465,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.217533,-127.037816,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.21855,-126.650016,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.240683,-126.492166,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.244883,-126.864233,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.262166,-126.887816,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.278066,-126.50715,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.296266,-127.176816,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.307016,-126.72495,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.3348,-126.834533,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.352083,-127.229116,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.354533,-126.918033,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.392366,-126.933683,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.4673,-127.1164,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.484416,-127.062716,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.496333,-126.867633,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.525633,-127.2501,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.602733,-127.282283,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.6095,-127.14935,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.64935,-127.08555,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.6515,-127.14675,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.7045,-127.18285,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.752133,-127.09445,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.90335,-127.346866,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,49.908366,-127.557916,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,50.375966,-128.444333,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,50.4148,-128.338883,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,50.4295,-128.478716,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,50.468633,-128.533433,NaN
Pyrosoma_spp,"Pyrosoma",2018,5,50.484783,-128.54825,NaN
Pyrosoma_spp,"Pyrosoma",2018,6,44.249819,-124.957982,NaN
Pyrosoma_spp,"Pyrosoma",2018,6,48.542416,-125.27425,NaN
Pyrosoma_spp,"Pyrosoma",2018,6,48.595166,-125.35615,NaN
Pyrosoma_spp,"Pyrosoma",2018,6,48.9457,-125.660616,NaN
Pyrosoma_spp,"Pyrosoma",2018,6,48.967516,-126.2173,NaN
Pyrosoma_spp,"Pyrosoma",2018,6,49.1226,-126.942416,NaN
Pyrosoma_spp,"Pyrosoma",2018,9,54.3275,-133.6922,NaN
Pyrosoma_spp,"Pyrosoma",2018,10,26.7714,-79.9475,NaN
Pyrosoma_spp,"Pyrosoma",2019,7,32.7042,-117.5371,NaN
Pyrosoma_spp,"Pyrosoma",2019,7,32.7668,-117.43365,NaN
Pyrosoma_spp,"Pyrosoma",2019,7,32.8416,-117.49135,NaN
Pyrosoma_spp,"Pyrosoma",2019,12,26.7752,-79.9318,NaN
Pyrosoma_spp,"Pyrosoma",NaN,10,-30.3321667,-178.9468333,NaN
Pyrosoma_spp,"Pyrosoma",1983,11,30.2683,-178.695,NaN
Pyrosoma_spp,"Pyrosoma",NaN,11,-31.4506667,-178.5065,NaN
Pyrosoma_spp,"Pyrosoma",NaN,10,-30.2835,-178.197,NaN
Pyrosoma_spp,"Pyrosoma",NaN,10,-30.2648333,-178.1926667,NaN
Pyrosoma_spp,"Pyrosoma",NaN,10,-30.384,-178.0836667,NaN
Pyrosoma_spp,"Pyrosomatidae",1954,NaN,29.28,-173.92,NaN
Pyrosoma_spp,"Pyrosomatidae",1956,NaN,35.65,-172.62,NaN
Pyrosoma_spp,"Pyrosomatidae",1954,NaN,29.95,-170.18,NaN
Pyrosoma_spp,"Pyrosomatidae",1965,NaN,0.4,-167.43,NaN
Pyrosoma_spp,"Pyrosomatidae",1953,NaN,21.275,-159.73,NaN
Pyrosoma_spp,"Pyrosomatidae",1951,NaN,20.3,-159.3,NaN
Pyrosoma_spp,"Pyrosomatidae",1951,NaN,22.47,-159.23,NaN
Pyrosoma_spp,"Pyrosomatidae",1951,NaN,21.77,-159.2,NaN
Pyrosoma_spp,"Pyrosomatidae",1956,NaN,21.25,-158.62,NaN
Pyrosoma_spp,"Pyrosomatidae",1956,NaN,21.6,-158.53,NaN
Pyrosoma_spp,"Pyrosomatidae",1950,NaN,20.205,-158.5,NaN
Pyrosoma_spp,"Pyrosomatidae",1950,NaN,21.7583,-158.48,NaN
Pyrosoma_spp,"Pyrosomatidae",1950,NaN,21.7583,-158.48,NaN
Pyrosoma_spp,"Pyrosomatidae",1950,NaN,21.85,-158.48,NaN
Pyrosoma_spp,"Pyrosomatidae",1950,NaN,21.85,-158.48,NaN
Pyrosoma_spp,"Pyrosomatidae",1956,NaN,21.3,-158.43,NaN
Pyrosoma_spp,"Pyrosomatidae",1951,NaN,22.77,-158.42,NaN
Pyrosoma_spp,"Pyrosomatidae",1951,NaN,22.15,-158.4,NaN
Pyrosoma_spp,"Pyrosomatidae",1958,NaN,21.17,-158.3217,NaN
Pyrosoma_spp,"Pyrosomatidae",1958,NaN,21.1717,-158.32,NaN
Pyrosoma_spp,"Pyrosomatidae",1958,NaN,21.1717,-158.32,NaN
Pyrosoma_spp,"Pyrosomatidae",1958,NaN,21.1717,-158.32,NaN
Pyrosoma_spp,"Pyrosomatidae",1953,NaN,20.125,-157.53,NaN
Pyrosoma_spp,"Pyrosomatidae",1951,NaN,21.28,-157.42,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-43.25,-143.7,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-43.25,-143.7,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,49.80645,-127.649783,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,49.803716,-127.6433,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,49.7572,-127.53555,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,48.954266,-126.711683,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,49.1463,-126.213816,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,49.108966,-126.19165,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,48.355783,-126.09335,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,3.42,-126,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,12.07,-126,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,16.9,-126,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,5.38,-125.98,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,6.17,-125.98,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,48.8836,-125.79825,NaN
Pyrosoma_spp,"Pyrosomatidae",2018,NaN,48.6072,-125.488866,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-3.05,-119.33,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,10.4567,-119.33,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,2.3,-119.22,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,2.8083,-119.18,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-4.43,-119.17,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,19.2417,-119.158,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-12.1,-119.1,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,15.175,-119.07,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,14.47,-119.05,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,10.8617,-119.037,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,17.68,-119.03,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,17.3317,-119.025,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-7.3,-119.02,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-15.28,-119,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-4.95,-119,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,12.6,-119,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,13.2,-119,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,9.17,-118.9917,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-14.63,-118.98,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-11.98,-118.98,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-6.63,-118.98,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-17.37,-118.97,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-10.03,-118.97,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-9.3,-118.95,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-9.2,-118.95,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,9.57,-118.95,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,6.83,-118.9217,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,4.72,-118.92,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,10.22,-118.92,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-4.7633,-118.88,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,6.08,-118.85,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,10.88,-118.83,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,7.4133,-118.7867,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,5.62,-118.77,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,3.82,-118.75,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,4.22,-118.75,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,4.12,-118.67,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,10.8583,-118.57,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,16.75,-118.55,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,5.07,-118.5083,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,6.12,-118.5,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,8.53,-118.43,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,2.6,-112.1,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-4.87,-112.05,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-3.5,-112.025,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,3.43,-112.005,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,-10,-112,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,13.95,-111.98,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-12.85,-111.97,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,-9.93,-111.95,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,11.15,-111.95,NaN
Pyrosoma_spp,"Pyrosomatidae",1967,NaN,9.03,-111.9133,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,3.62,-111.82,NaN
Pyrosoma_spp,"Pyrosomatidae",1968,NaN,7.58,-111.55,NaN
